pair_id,doi_r,title_r,abstract_r,year_r,authors_r,journal_r,url_r,openalex_id_r,source,ref_r,filter_status,filter_method,filter_evidence,filter_confidence,original_match_type,original_match_confidence,doi_o,title_o,year_o,authors_o,ref_o,link_method,link_evidence,link_confidence,link_llm_model,outcome,outcome_phrase,outcome_confidence,out_quote_source,outcome_reasoning,type,original_rank,n_originals
dc31b5c6a9c4e972e7758d88272379e8,10.17605/osf.io/5jyef,"Replication and Extension of Nozaradan, Peretz, Missal and Mouraux (2011)","Frequency tagging has been used to capture auditory entrainment to beat and meter in music. Specifically, Nozaradan, Peretz, Missal and Mouraux (2011) instructed listeners to imagine either a binary or ternary metrical pattern while listening to an isochronous auditory stimulus and recorded cortical responses using electroencephalography (EEG). The amplitude of brain activity was increased at beat-related frequencies in both imagery conditions. This study inspired other labs to use the frequency tagging approach to examine auditory rhythm perception, and in only 6 years, it has been cited over 250 times on Google Scholar. The frequency tagging technique has been used in several published papers since 2011 and it is being used increasingly in research presented at recent research conferences and symposia. However, this seminal study has not been replicated. This registered report will detail the results of multiple independent conceptual replications of Nozaradan et al. (2011), all of which will follow the same vetted protocol.",2019.0,Karli Nave; Erin E. Hannon; Joel S. Snyder,Open Science Framework,,https://openalex.org/W2945830915,openalex,Nave · 2019 · Open Science Framework,replication,rule_based,"phrase:replication and extension; cite:Nozaradan, Peretz, Missal and Mouraux (2011)",high,single_original,high,10.1523/jneurosci.0411-11.2011,Tagging the Neuronal Entrainment to Beat and Meter,2011,Nozaradan,Nozaradan · 2011,llm_fulltext,"Specifically, Nozaradan, Peretz, Missal and Mouraux (2011) instructed listeners to imagine either a binary or ternary metrical pattern while listening to an isochronous auditory stimulus and recorded cortical responses using electroencephalography (EEG).",high,gemini-3-flash-preview,success,replicated,high,abstract,,replication,1,1
da5507ed368d66242fcd7321dc9a44ef,10.3758/s13428-020-01457-6,"Two replications of Raymond, Shapiro, and Arnell (1992), The Attentional Blink","In order to improve the trustworthiness of our science, several new research practices have been suggested, including preregistration, large statistical power, availability of research data and materials, new statistical standards, and the replication of experiments. We conducted a replication project on an original phenomenon that was discovered more than 25 years ago, namely the attentional blink (Raymond, Shapiro, & Arnell, Human Perception and Performance, 18(3), 849-860, 1992), which has been conceptually replicated hundreds of times with major variations. Here, we ran two identical experiments, adopting the new practices and closely reproducing the original experiment. The two experiments were run by different research groups in different countries and laboratories with different participants. Experiment 1 shared remarkable similarities (in magnitude and duration of the effect) with the original study, but also some differences (the overall accuracy of participants, the timing of the effect, and lag-1 sparing). Experts interviewed to evaluate our results stressed the similarities rather than the differences. Experiment 2 replicated nearly identically the results observed in Experiment 1. These findings show that the adoption of new research practices improves the replicability of experimental research and opens the door for a quantitative and direct comparison of the results collected across different laboratories and countries.",2020.0,Massimo Grassi; Camilla Crotti; David Giofrè; Ingrid Boedker; Enrico Toffalini,Behavior Research Methods,,https://openalex.org/W3048533406,openalex,Grassi · 2020 · Behavior Research Methods,replication,rule_based,"phrase:replication of; cite:Raymond, Shapiro, and Arnell (1992)",high,single_original,high,10.1037//0096-1523.18.3.849,Temporary suppression of visual processing in an RSVP task: An attentional blink?,1992,Raymond,Raymond · 1992,llm_fulltext,"“We conducted a replication project on an original phenomenon that was discovered more than 25 years ago, namely the attentional blink (Raymond, Shapiro, & Arnell, Human Perception and Performance, 18(3), 849–860, 1992), which has been conceptually replicated hundreds of times with major variations.”",high,,success,replicated,high,abstract,,replication,1,1
cb444f65b0a41ef8899680c7f4fb1805,10.17705/1atrr.00056,"Replication Research of Moody, Siponen, and Pahnila’s Unified Model of Information Security Policy Compliance","Information security compliance behavior research has produced several theoretical models derived from different disciplines to explain or predict violations of information security policies (ISP) or related employee intentions. The application of these theories to ISP violations has led to an increasing number of information security behavioral models. Based on this observation, Moody et al. (2018) reviewed and empirically compared 11 theories that predict information system security behavior using a Finnish sample. Drawing on these findings, they derived and tested a unified model of ISP compliance (UMISPC). This study is a conceptual replication of the refined UMISPC by Moody et al (2018). For the replication, we considered the general tendency to violate policy rather than respondents considering specific behaviors according to the scenario approach that Moody et al. (2018) used to test the refined UMISPC. Further, in contrast to Moody et al. (2018), we tested the refined UMISPC with respondents from Germany. In our data, we found empirical evidence for seven of the eight proposed relationships of the refined UMISPC. Only the relationship between fear and reactance remained insignificant in our estimation. Although more research is necessary to confirm our results, we interpret them as further support for the model’s generalizability.",2020.0,Kristin Masuch; Sebastian Hengstler; Simon Trang; Alfred Brendel,Journal of the Association for Information Systems,,https://openalex.org/W3092005368,openalex,Masuch · 2020 · Journal of the Association for Information Systems,replication,rule_based,phrase:replication of; cite:Moody et al. (2018),high,single_original,high,10.25300/misq/2018/13855,Toward a Unified Model of Information Security Policy Compliance,2018,Moody,Moody · 2018,llm_fulltext,This study is a conceptual replication of the refined UMISPC by Moody et al (2018)…,high,gemini-3-flash-preview,uninformative,"The abstract mentions that the study is a conceptual replication of the refined UMISPC by Moody et al. (2018) and details some methodological differences. However, it does not state whether the replication confirmed or failed to confirm the original findings.",high,abstract,,replication,1,1
92727e11eb298d5c447172bb31a4de79,10.23668/psycharchives.4766,Not all Elementary School Teachers are Scared of Math,"Teachers are strong role models for their pupils, especially at the very beginning of education, and as such, pupils tend to share their teacher’s attitudes. This also holds true for math: If teachers feel anxious about math, the consequences on the mathematical education of their pupils is detrimental. Previous studies have shown that (future) elementary school teachers have higher levels of math anxiety than most people studying other subjects. Here, we set out to conceptually replicate these findings (e.g., meta-analysis by Hembree, 1990) by comparing math anxiety levels of pre-service and in-service German and Belgian elementary school teachers to a reference group of German university students from various fields of study. Moreover, we questioned this finding by asking which elementary school teachers experience math anxiety, considering gender, specialization, and experience, and investigated how math anxiety relates to teaching attitudes towards math. We replicated the previous finding by showing that female elementary school teachers have a higher level of math anxiety as compared to other female students. Importantly, female elementary school teachers without math specialization indeed had higher levels of math anxiety than female students from other fields. In contrast, female elementary school teachers with math specialization did not show an increased level of math anxiety as compared to the reference sample. Considering that not only these but all teachers, regardless of specialization, teach math in elementary school in the investigated educational systems, the math anxiety of elementary school teachers is a potential problem for their pupils’ math attitudes and learning.",2021.0,Christina Artemenko; Nicolas Masson; Carrie Georges; Hans‐Christoph Nuerk; Krzysztof Cipora,"Digital Access to Libraries (Université catholique de Louvain (UCL), l'Université de Namur (UNamur) and the Université Saint-Louis (USL-B))",,https://openalex.org/W3154198754,openalex,"Artemenko · 2021 · Digital Access to Libraries (Université catholique de Louvain (UCL), l'Université de Namur (UNamur) and the Université Saint-Louis (USL-B))",replication,rule_based,"phrase:we replicated; cite:Hembree, 1990",high,single_original,high,10.2307/749455,"The Nature, Effects, and Relief of Mathematics Anxiety",1990,Hembree,Hembree · 1990,author_year_match,,high,,success,replicated,high,abstract,,replication,1,1
afc65af6fbd7e25f067b68c2ef667db1,10.17705/1atrr.00010,"One Question, Two Answers Mixed Findings of Information Technology Capability and Firm Performance and Their Implications","This study conducted a conceptual replication on Chae et al. (2014) by utilizing multiple comparison groups of IT leading firms. Empirical testing for the positive association between information technology (IT) capability and firm performance has been a celebrated debate in IS research due to mixed findings; Bharadwaj (2000) and Santhanam and Hartono (2003) confirmed the positive impact of IT capability on firm performance, but Chae et al. (2014) suggested no relationship between the IT capability and performance. Understanding what produces contradictory results is a timely and critical issue because a large body of the business value of IS research has employed IT capability as a key construct. Whereas Chae et al. (2014) investigated the link between IT capability and firm performance by comparing the performance of an IT leader and that of a single matched group from 2001-2004, this study examined the relationship by building multiple comparison groups, which include all firms in the same industry. As a result, contrary to findings by Chae et al. (2014), this research indicated that IT capability has a significant impact on a firm’s financial performance.",2016.0,Inmyung Choi; J. A. George,AIS Transactions on Replication Research,,https://openalex.org/W2539179852,openalex,Choi · 2016 · AIS Transactions on Replication Research,replication,rule_based,phrase:conceptual replication; cite:Chae et al. (2014),high,single_original,high,10.25300/misq/2014/38.1.14,Information Technology Capability and Firm Performance: Contradictory Findings and Their Possible Causes1,2014,Chae,Chae · 2014,llm_fulltext,This study conducted a conceptual replication on Chae et al. (2014) by utilizing multiple comparison groups of IT leading firms.,high,gemini-3-flash-preview,mixed,"Empirical testing for the positive association between information technology (IT) capability and firm performance has been a celebrated debate in IS research due to mixed findings; Bharadwaj (2000) and Santhanam and Hartono (2003) confirmed the positive impact of IT capability on firm performance, but Chae et al. (2014) suggested no relationship between the IT capability and performance.",high,abstract,,replication,1,1
831c29df113dc893b1eac4f384779686,10.1017/s0140525x18000687,Putting replication in its place,"Abstract Direct replication is valuable but should not be elevated over other worthwhile research practices, including conceptual replication and checking of statistical assumptions. As noted by Rotello et al. (2015), replicating studies without checking the statistical assumptions can lead to increased confidence in incorrect conclusions. Finally, successful replications should not be elevated over failed replications, given that both are informative.",2018.0,Evan Heit; Caren M. Rotello,Behavioral and Brain Sciences,,https://openalex.org/W2883356514,openalex,Heit · 2018 · Behavioral and Brain Sciences,replication,rule_based,phrase:direct replication; cite:Rotello et al. (2015),high,single_original,high,10.3758/s13423-014-0759-2,When more data steer us wrong: replications with the wrong dependent measure perpetuate erroneous conclusions,2014,Rotello,Rotello · 2014,llm_fulltext,"As noted by Rotello et al. (2015), replicating studies without checking the statistical assumptions can lead to increased confidence in incorrect conclusions.",medium,gemini-3-flash-preview,uninformative,"The abstract discusses the value of direct replication, conceptual replication, and checking statistical assumptions, but does not describe the outcome of any specific replication study.",high,abstract,,replication,1,1
31a596853e8148d85a53a1c669039313,10.1016/j.neuroscience.2021.06.032,Socially Induced Negative Emotions Elicit Neural Activity in the Mentalizing Network in a Subsequent Inhibitory Task,"Despite the growing emphasis on embedding interactive social paradigms in the field of cognitive and affective neuroscience, the impact of socially induced emotions on cognition remains widely unknown. The aim of the present study was to fill this gap by testing whether facial stimuli whose emotional valence was acquired through social learning in an economic trust game may influence cognitive performance in a subsequent stop-signal task. The study was designed as a conceptual replication of previous event-related potential experiments, extending them to more naturalistic settings. We hypothesized that response inhibition to briefly presented faces of negative and positive game partners would be enhanced on the behavioral and neural levels as compared to trials with a neutral player. The results revealed that the trust game was an effective paradigm for the induction of differently valenced emotions towards players; however, behavioral inhibitory performance was comparable in all stop-signal conditions. On the neural level, we found decreased P3 amplitude in negative trials due to significantly stronger activation in the right frontoparietal control network, which is involved in theory-of-mind operations and underlies social abilities in humans, especially memory-guided inference of others' mental states. Our findings make an important contribution to the cognition-emotion literature by showing that social interactions that take place during an economic game may influence brain activity within the mentalizing network in a subsequent cognitive task.",2021.0,Magdalena Senderecka; Magdalena Matyjek; Bartłomiej Kroczek; Michał Ociepka,Neuroscience,,https://openalex.org/W3174875373,openalex,Senderecka · 2021 · Neuroscience,replication,both,"phrase:replication of; no author-year cite | llm:""designed as a conceptual replication of previous event-related potential experiments""",high,single_original,high,10.1111/psyp.12844,Socially induced emotions influence cognitive control: Evidence from event-related potentials,2017,Bell,Bell · 2017,llm_fulltext,"The study was designed as a conceptual replication of previous event-related potential experiments, extending them to more naturalistic settings.",high,gemini-3-flash-preview,mixed,"The results revealed that the trust game was an effective paradigm for the induction of differently valenced emotions towards players; however, behavioral inhibitory performance was comparable in all stop-signal task conditions. The study was designed as a conceptual replication of previous event-related potential experiments, extending them to more naturalistic settings.",high,abstract,,replication,1,1
4ef3eeef280dabbd37d9ef18fc99c3e0,10.17705/1atrr.00017,Cognitive Stopping Rules in a New Online Reality,"This research is a conceptual replication of a study by Browne, Pitts, and Wetherbe (2007) that explores information stopping rules in an online search context. Information stopping rules consider the cognitive reasons decision makers determine when enough information is collected to make a decision. Previous research outlines five stopping rules decision makers use and applies them in different decision context. The original research considers three information search tasks (search for a television, map, and job) and hypothesizes the relationship between structure of the task and the stopping rule employed. This research replicates that study in a new information environment with new search methodologies and technology. We find that structured tasks use similar stopping rules to the original study; however further analysis shows distinct differences in the nature of the two tasks presented. Poorly structured tasks potentially involve the use of different stopping rules than previously determined. The updated findings suggest information systems used for poorly structured search tasks might also benefit from highlighting the uniqueness of information in order to encourage a user to continue searching for information.",2017.0,Natalie Gerhart; John A. Windsor,AIS Transactions on Replication Research,,https://openalex.org/W2759458715,openalex,Gerhart · 2017 · AIS Transactions on Replication Research,replication,rule_based,"phrase:replication of; cite:Browne, Pitts, and Wetherbe (2007)",high,multiple_match,high,10.2307/25148782,Cognitive Stopping Rules for Terminating Information Search in Online Tasks,2007,Browne,Browne · 2007,llm_fulltext,"This research is a conceptual replication of a study by Browne, Pitts, and Wetherbe (2007) that explores information stopping rules in an online search context.",high,gemini-3-flash-preview,mixed,We find that structured tasks use similar stopping rules to the original study; however further analysis shows distinct differences in the nature of the two tasks presented. Poorly structured tasks potentially involve the use of different stopping rules than previously…,medium,abstract,,replication,1,1
48789ac80b0b8bd4d093e4e97e1cde0e,10.17705/1atrr.00064,Centralization and Decentralization Decisions: Multiple Contingencies for IT Governance in the Public Sector,"&lt;p&gt;There is often a tension in organizations between the centralization and decentralization of IT governance, as demonstrated by Sambamurthy and Zmud’s (1999) landmark paper on IT governance and contingencies. Allocation of decision rights over IT resources and capabilities is a complex governance decision, with results that vary considerably over organizations. In this paper, we conduct a conceptual replication of the well-established Centralized-Decentralized-Federal classification scheme for IT governance. Using data from the National Association of State CIOs and the Center for Digital Government, we empirically validate the three original underlying IT governance components of IT infrastructure management, IT use management and project management. We next apply a configurational approach to assess the level of centralization/decentralization of IT governance and to link them to states' digital performance. Finally, we test the original theoretically derived IT governance constructs against the empirically derived ones to confirm existing and find emergent IT governance forms and their links with high and low performance. The results support the existing research but identify additional contingencies regarding the different domains of the studies (public versus private sector) and the evolution of IT architecture since the original study that have led to greater centralization over time.&lt;/p&gt;",2020.0,James S. Denford; Greg Dawson; Kevin C. Desouza,Journal of the Association for Information Systems,,https://openalex.org/W3097849526,openalex,Denford · 2020 · Journal of the Association for Information Systems,replication,both,"phrase:replication of; no author-year cite | llm:""conduct a conceptual replication""; ""Using data from the National Association of State CIOs""",high,single_original,high,10.2307/249451,Arrangements for Information Technology Governance: A Theory of Multiple Contingencies,1999,Sambamurthy,Sambamurthy · 1999,llm_fulltext,"In this paper, we conduct a conceptual replication of the well-established Centralized-Decentralized-Federal classification scheme for IT governance... as demonstrated by Sambamurthy and Zmud’s (1999) landmark paper on IT governance and contingencies.",high,gemini-3-flash-preview,descriptive,"In this paper, we conduct a conceptual replication of the well-established Centralized-Decentralized-Federal classification scheme for IT governance. Using data from the National Association of State CIOs and the Center for Digital Government, we empirically validate the three original underlying IT governance components of IT infrastructure management, IT use management and project management.",high,abstract,,replication,1,1
7e36be3456dcf7614cf0daa814967b80,10.17705/1atrr.00045,Coping with Rapid Changes in IT: An Update,"Dealing with rapid changes in technology within and outside of their company is a constant challenge for IT managers. About two decades ago, a series of studies and in particular Benamati &amp; Lederer (2001) showed that a range of coping strategies to deal with such rapid changes exists. These coping strategies range from the use of external support by consultants or vendors, or IT education and training to keep up with the demands of new technologies, to simply enduring change and trying to weather technological trends in the belief that they may not have a substantial impact on the company's business. We argue that the current trend towards digital transformation further accelerates technological change in many companies. In this study, we therefore present a conceptual replication of the original series of studies on coping mechanisms and strategies to deal with the challenges of rapid technological change. Our findings indicate that the variety of coping strategies and mechanisms employed by IT managers has become more diverse. In particular, we find that today IT managers try to prepare their companies more proactively for technological change by providing the necessary resources and by creating an appropriate organizational environment, rather than by relying on external support by consultants or vendors, or even by simply ignoring technological developments altogether.",2020.0,Thomas Fischer; Karin Jaeger; René Riedl‬,Journal of the Association for Information Systems,,https://openalex.org/W3092230775,openalex,Fischer · 2020 · Journal of the Association for Information Systems,replication,rule_based,phrase:replication of; cite:Lederer (2001),high,single_original,high,10.1023/a:1009986821907,How IT organizations handle rapid IT change: five coping mechanisms,2001,Benamati,Benamati · 2001,author_year_match,,high,,descriptive,"We argue that the current trend towards digital transformation further accelerates technological change in many companies. In this study, we therefore present a conceptual replication of the original series of studies on coping mechanisms and strategies to deal with the challenges of rapid technological change.",high,abstract,,replication,1,1
1d3a3b4464f78b194649a204da1ed406,10.1093/alcalc/agaa009,Effects of Evaluative Conditioning on Implicit Evaluation of Alcohol and Drinking Behaviors: A Direct Replication,"AIMS: Recent research suggests that evaluative conditioning (EC) can change implicit evaluations of alcohol and reduce drinking behaviors among college students (Houben et al., 2010a). This research has been conceptually replicated in two previous studies. To date, however, no direct and independent replication of the original study has been performed. In this paper, we report a high-powered direct replication of Houben et al.'s (2010a) study. METHOD: About 168 French college students took part in this preregistered study. Drinking behavior was assessed before and 2 weeks after the intervention. The intervention consisted of 120 trials of words related to alcoholic beverages or soft drinks paired with neutral, positive or negative pictures. The two conditions were factually equivalent and differed only in the repeated pairing between alcohol-related words and negative pictures; in the EC condition, but not in the control condition, alcohol-related words were systematically paired with negative pictures. RESULTS: EC did not change participants' implicit evaluations of alcohol and drinking behaviors. However, EC reduced drinking behaviors among hazardous drinkers. Yet, further non-preregistered Bayesian analysis did not provide much support for this hypothesis. CONCLUSION: This high-powered preregistered direct replication of Houben et al.'s (2010a) study suggests that the original effects are more fragile than initially thought. The effect of EC on drinking behaviors may be restricted to heavy drinkers, and we found no evidence that this effect is mediated by a change in implicit attitudes. It is necessary to perform further studies to test the original effects in clinical populations.",2020.0,Nina Tello; Nématollah Jaafari; Armand Chatard,Alcohol and Alcoholism,,https://openalex.org/W3010694779,openalex,Tello · 2020 · Alcohol and Alcoholism,replication,rule_based,"phrase:replication of; cite:Houben et al., 2010",high,multiple_match,high,10.1007/s00213-010-1872-1,Learning to dislike alcohol: conditioning negative implicit attitudes toward alcohol and its effect on drinking behavior,2010,Houben,Houben · 2010,llm_fulltext,"In this paper, we report a high-powered direct replication of Houben et al.'s (2010a) study.",high,gemini-3-flash-preview,failure,no evidence,high,abstract,,replication,1,1
813aa76e8e02f6e9bf9a05449f07a648,10.31234/osf.io/84sf7,The male bias of a generically-intended masculine pronoun: Evidence from eye-tracking and sentence evaluation,"Two experiments tested whether the Dutch possessive pronoun zijn ‘his’ gives rise to a gender inference and thus causes a male bias when used generically in sentences such as Everyone was putting on his shoes. Experiment 1 (N = 120, 48 male) was a conceptual replication of a previous eye-tracking study that had not found evidence of a male bias. The results of the current eye-tracking experiment showed the masculine generic pronoun to trigger a gender inference and cause a male bias, but for male participants and in neutral stereotype contexts only. No evidence for a male bias was thus found in stereotypically female and male contexts and for female participants altogether. Experiment 2 (N = 80, 40 male) used the same stimuli as Experiment 1, but employed the sentence evaluation paradigm. No evidence of a male bias was found in Experiment 2. Taken together, the results suggest that the masculine generic pronoun zijn ‘his’ can cause a male bias for male participants when no other gender information is provided, but only surfaces with a method such as eye-tracking, which taps directly into automatic language processing. Furthermore, the results suggest that the intended generic reading of the masculine possessive pronoun zijn ‘his’ is readily available for women.",2020.0,Theresa Redl; Stefan L. Frank; Peter de Swart; Helen de Hoop,,,https://openalex.org/W4241273611,openalex,Redl · 2020,replication,both,"phrase:replication of; no author-year cite | llm:""was a conceptual replication of a previous eye-tracking study""",high,single_original,high,10.1371/journal.pone.0249235,The masculine generic in Dutch: An eye-tracking study,2021,Redl,Redl · 2021,llm_fulltext,"Experiment 1 (N = 120, 48 male) was a conceptual replication of a previous eye-tracking study that had not found evidence of a male bias.",high,gemini-3-flash-preview,failure,No evidence,high,abstract,,replication,1,1
17ff53051bc710440572bfb43fd6131c,10.1080/09658211.2016.1265130,Robust memory of <i>where</i> from way back <i>when</i>: evidence from behaviour and visual attention,"Retention of events typically exhibits a sharp initial decrease followed by levelling off of forgetting. In an apparent exception to this general rule, college students have robust memory for their own locations in obscured versions of photographs of their entering classes taken during orientation-related activities, whether tested 2 months or 42 months after the event. Experiment 1 of the present research was a test for conceptual replication of this finding in photographs depicting more than twice the number of students (and thus potential distracters). There was no difference in memory accuracy for personal spatial location across retention intervals of 6-30 months. Experiment 2 featured 40-h and 2-month retention intervals, thereby providing a more fine-grained test of the forgetting function. The findings replicated Experiment 1. In Experiment 3, eye-tracking measures of visual attention revealed that participants rapidly fixated their own spatial locations within the photographs, even in the absence of explicit awareness. In all three experiments, memory for temporal features of the orientation activities (e.g., day and time the photograph was taken) followed the typical forgetting function. The findings suggest differential preservation of episodic memory for where relative to other aspects of events and experiences, such as when.",2016.0,Patricia J. Bauer; Rebekah Stewart; Ruth E. Sirkin; Marina Larkina,Memory,,https://openalex.org/W2562466755,openalex,Bauer · 2016 · Memory,replication,both,phrase:replication of; no author-year cite | llm:“test for conceptual replication of this finding”,high,single_original,high,10.1016/b978-0-12-327640-7.50007-3,Memory for people,1984,Bahrick,Bahrick · 1984,llm_fulltext,Experiment 1 of the present research was a test for conceptual replication of this finding [that] college students have robust memory for their own locations in obscured versions of photographs of their entering classes... whether tested 2 months or 42 months after the event.,high,gemini-3-flash-preview,success,replicated,high,abstract,,replication,1,1
2c21f49c52e0a24e28eb11ce402eab62,10.1177/1948550618766399,Changing Beliefs About Female Leader Advancement Following the 2016 U.S. Presidential Election,"Scholars have discussed the implications of positive leadership role models, including the impact of Barack Obama and Hillary Clinton’s political rise for aspiring leaders of underrepresented groups. However, there are also potential ramifications when those role models fail, shaping broader beliefs about the permeability of the glass ceiling. The current research tests this idea by evaluating the perceived promotability of male and female business leaders before ( n = 165) and following ( n = 159) the 2016 U.S. presidential election. Results indicated that the election result negatively affected the perceived promotability of women relative to men. A conceptual replication study ( N = 997) manipulating election reminders yielded a similar pattern. Notably, respondents’ own beliefs about the glass ceiling and willingness to work with the targets did not change, suggesting that Clinton’s failed leadership bid informed predictions about the behavior of others, but it did not shift personal attitudes toward female leaders.",2018.0,Miriam S. Yates; Tyler G. Okimoto,Social Psychological and Personality Science,,https://openalex.org/W2808601577,openalex,Yates · 2018 · Social Psychological and Personality Science,replication,both,phrase:conceptual replication; no author-year cite | llm:“A conceptual replication study (N = 997) manipulating election reminders”,high,single_original,high,10.1177/0956797617744531,Changing Beliefs About Female Leader Advancement Following the 2016 U.S. Presidential Election,2018,Brescoll,Brescoll · 2018,llm_fulltext,A conceptual replication study (N = 997) confirmed these results and showed that they were driven by a decreased belief that the glass ceiling is breaking.,high,gemini-3-flash-preview,success,The current research tests this idea by evaluating the perceived promotability of male and female business leaders before (n = 165) and following (n = 159) the 2016 U.S. presidential election. Results indicated that the election result negatively affected the perceived promotability of women relative to men. A conceptual replication study (N = 997) manipulating election reminders yielded a similar pattern.,high,abstract,,replication,1,1
32f8de9e5ea990b7b0a3b806c47e2f97,10.31234/osf.io/kn8ce,No Evidence for Unethical Amnesia for Imagined Actions: A Failed Replication and Extension,"In a recent paper, Kouchaki and Gino (2016) suggest that memory for unethical actions is impaired, regardless of whether such actions are real or imagined. However, as we argue in the current paper, their claim that people develop “unethical amnesia” confuses two distinct and dissociable memory deficits: one affecting the phenomenology of remembering and another affecting memory accuracy. To further investigate whether unethical amnesia affects memory accuracy, we conducted three studies exploring unethical amnesia for imagined ethical violations. The first study (N = 228) attempts to directly replicate the only study from Kouchaki and Gino (2016) that includes a measure of memory accuracy. The second study (N = 232) attempts again to replicate these accuracy effects from Kouchaki and Gino (2016), while including several additional variables meant to potentially help in finding the effect. The third study (N = 228) is an attempted conceptual replication using the same paradigm as Kouchaki and Gino (2016), but with a new vignette describing a different moral violation. We did not find an unethical amnesia effect involving memory accuracy in any of our three studies. These results cast doubt upon the claim that memory accuracy is impaired for imagined unethical actions. Suggestions for further ways to study memory for moral and immoral actions are discussed.",2018.0,Matthew L. Stanley; Brenda W. Yang; Felipe De Brigard,,,https://openalex.org/W4245713289,openalex,Stanley · 2018,replication,rule_based,phrase:conceptual replication; cite:Kouchaki and Gino (2016),high,single_original,high,10.1073/pnas.1601748113,Memories of unethical actions become obfuscated over time,2016,Kouchaki,Kouchaki · 2016,llm_fulltext,"In a recent paper, Kouchaki and Gino (2016) suggest that memory for unethical actions is impaired, regardless of whether such actions are real or imagined. ... The first study (N = 228) attempts to directly replicate the only study from Kouchaki and Gino (2016) that includes a measure of memory accuracy.",high,gemini-3-flash-preview,failure,No Evidence,high,title,,replication,1,1
1e475834e7b82319c6857549af4d430b,10.31234/osf.io/y9u4a,A Network Analysis of Facebook Use and Well-being in Relation to Key Psychological Variables: Replication and Extension,"Studies exploring the relationship between Facebook use and well-being have yielded inconsistent findings. Investigating the underlying mechanisms seems to be of crucial importance to gain insight into the positive and negative consequences of Facebook use. A recent study illustrated the importance of taking into account social comparison and self-esteem, which serve as central constructs in the relationship between Facebook use and risk for affective disorders. Extending these findings will be key to increase our knowledge on possible risk and/or protective mechanisms. Therefore, we conducted a cross-sectional study (n = 469) to investigate the position of attention control and social capital in this previous reported network. Our results provide a conceptual replication of Faelens et al. (2019). In addition, the findings suggest that attentional control is not strongly connected with the problematic effects of Facebook use. Importantly, (bridging) social capital uniquely connected the variables related to Facebook use with our indicators of vulnerability for affective disorders via social comparison and contingent self-esteem. Possible explanations are discussed.",2019.0,Lien Faelens; Eowyn Van de Putte; Kristof Hoorelbeke; Rudi De Raedt; Ernst H. W. Koster,,,https://openalex.org/W4251208354,openalex,Faelens · 2019,replication,rule_based,phrase:replication of; cite:Faelens et al. (2019),high,single_original,high,10.31234/osf.io/q9tus,Negative influences of Facebook use through the lens of network analysis,2019,Faelens,Faelens · 2019,author_year_match,,high,,mixed,"Our results provide a conceptual replication of Faelens et al. (2019). In addition, the findings suggest that attentional control is not strongly connected with the problematic effects of Facebook use.",high,abstract,,replication,1,1
0fd7829abaa4b060763373849cb0026c,10.31234/osf.io/knh68,Dispositional Cognitive Effort Investment and Behavioral Demand Avoidance: Are They Related?,"Individuals tend to avoid cognitive demand, yet, individual differences appear to exist. Recent evidence from two studies suggests that individuals high in the personality traits Self-Control and Need for Cognition that are related to the broader construct Cognitive Effort Investment are less prone to avoid cognitive demand and show less effort discounting. These findings suggest that cost-benefit models of decision-making that integrate the costs due to effort should consider individual differences in the willingness to exert mental effort. However, to date, there are almost no replication attempts of the above findings. For the present conceptual replication, we concentrated on the avoidance of cognitive demand and used a longitudinal design and latent state-trait modeling. This approach enabled us to separate the trait-specific variance in our measures of Cognitive Effort Investment and Demand Avoidance that is due to stable, individual differences from the variance that is due to the measurement occasion, the methods used, and measurement error. Doing so allowed us to test the assumption that self-reported Cognitive Effort Investment is related to behavioral Demand Avoidance more directly by relating their trait-like features to each other. In a sample of N = 217 participants, we observed both self-reported Cognitive Effort Investment and behavioral Demand Avoidance to exhibit considerable portions of trait variance. However, these trait variances were not significantly related to each other. Thus, our results call into question previous findings of a relationship between self-reported effort investment and demand avoidance. We suggest that novel paradigms are needed to emulate real-world effortful situations and enable better mapping between self-reported measures and behavioral markers of the willingness to exert cognitive effort.",2019.0,Alexander Strobel; Gesine Wieder; Philipp C. Paulus; Florian Ott; Sebastian Pannasch; Stefan J. Kiebel; Corinna Kührt,,,https://openalex.org/W4254373256,openalex,Strobel · 2019,replication,both,"phrase:conceptual replication; no author-year cite | llm:""For the present conceptual replication""",high,single_original,high,10.1371/journal.pone.0072626,Neural and behavioral evidence for an intrinsic cost of self-control,2013,Kool,Kool · 2013,llm_fulltext,"Recent evidence from two studies suggests that individuals high in the personality traits Self-Control and Need for Cognition that are related to the broader construct Cognitive Effort Investment are less prone to avoid cognitive demand... For the present conceptual replication, we concentrated on the avoidance...",high,gemini-3-flash-preview,uninformative,"For the present conceptual replication, we concentrated on the avoidance of cognitive demand and used a longitudinal design and latent state-trait modeling. This approach enabled us to separate the trait-specific variance in our measures of Cognitive Effort Investment and Demand Avoidance that is due to stable, individual differences from the variance that is due to t…",high,abstract,,replication,1,1
